id,FAC,DATE,CARDINAL,GPE,ORG,PERSON,TIME,WORK_OF_ART,ORDINAL,LOC,NORP,PRODUCT,MONEY,LAW,EVENT,PERCENT,QUANTITY,LANGUAGE
p2r0dw,0,4,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0
p2wgcq,2,11,5,1,9,2,1,0,2,7,0,0,0,0,0,1,4,0
p2s3kl,0,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,2,0
p2sgv6,0,4,5,7,13,18,0,0,3,0,4,0,0,0,0,0,1,0
p2rch5,0,2,4,3,3,10,5,0,0,1,0,0,0,0,0,0,0,0
p2ru7u,4,16,15,19,11,8,3,0,1,5,0,0,0,0,0,1,7,0
p2wmuj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2v6po,0,7,4,11,1,1,0,0,1,1,2,0,0,0,0,0,0,0
p2pnpb,1,2,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0
p2uyoz,1,13,7,18,7,6,0,0,2,1,6,0,0,0,0,0,0,0
p2xus2,0,8,3,8,7,9,0,0,0,1,1,0,0,0,0,1,0,0
p2z39m,0,7,9,5,18,9,3,0,0,0,1,0,0,0,0,0,1,0
p2zwno,1,19,8,12,25,64,1,0,1,1,0,1,1,0,0,0,0,0
p2xttn,0,7,1,9,5,9,0,0,1,0,1,0,0,0,0,0,0,0
p306z4,0,23,16,25,26,18,4,1,2,0,2,5,0,0,0,1,0,0
p321n6,0,4,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
p2yont,0,5,6,15,20,4,0,0,0,0,10,0,0,0,0,0,0,0
p2ycj7,0,4,2,0,13,3,1,0,0,0,0,0,6,0,0,0,0,0
p33fo2,0,23,4,12,26,22,0,0,5,0,5,5,9,1,0,0,0,0
p30mln,1,16,5,26,1,0,2,0,1,7,0,0,0,0,0,1,8,0
p330h2,0,23,9,6,11,11,0,0,0,0,1,0,0,1,0,1,2,1
p2z73v,5,8,2,8,7,7,0,0,0,1,0,0,5,0,0,0,0,0
p3133v,0,7,2,2,21,6,0,0,0,0,0,0,0,0,0,0,0,0
p317or,0,8,5,25,1,1,4,0,0,2,0,0,0,0,0,0,1,0
p340su,0,20,9,8,9,21,1,1,1,0,2,2,0,0,0,0,0,0
p337s4,0,14,1,7,13,10,1,3,0,0,0,1,0,0,0,0,0,0
p2xw1w,0,8,4,3,10,19,4,1,1,4,2,0,0,0,0,0,2,0
p31nqh,0,6,2,5,5,0,1,2,0,0,0,0,0,0,0,0,1,0
p2ym69,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
p33aob,1,13,2,7,13,8,0,0,0,2,1,0,0,0,0,0,0,0
p30ide,0,4,1,3,8,0,2,0,0,2,0,0,0,0,0,0,0,0
p2z1tp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p341fk,0,5,0,7,12,3,1,0,1,0,1,0,0,0,0,1,0,0
p2y1sf,2,15,4,20,10,3,5,3,1,4,1,0,0,0,1,0,10,0
p2zfjk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p3466i,1,1,2,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
p34eb4,0,38,18,17,19,7,0,0,4,6,20,1,2,0,1,12,0,0
p39c82,0,14,2,1,6,27,0,0,0,0,0,0,2,0,0,0,0,0
p36act,0,3,0,8,1,3,1,0,1,0,0,0,0,0,0,0,0,0
p37rzx,0,4,1,2,10,2,0,0,0,0,0,0,3,0,1,0,0,0
p35fq2,1,18,4,19,15,14,1,0,1,0,0,0,0,0,0,1,0,0
p36fbj,0,11,7,9,9,5,0,0,0,0,3,1,1,0,0,3,0,0
p348c8,0,2,0,4,1,2,0,0,0,0,1,1,0,0,0,0,1,0
p39ma4,0,7,20,26,7,4,0,0,0,2,10,0,10,0,0,15,1,0
p36xsr,0,3,8,14,13,6,0,0,2,6,0,0,0,0,0,0,3,0
p38ys0,2,9,9,9,4,16,0,0,0,0,0,2,0,0,0,3,0,0
p3agix,0,2,1,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0
p36tk9,0,15,6,24,25,10,2,0,2,0,10,0,0,0,0,0,1,0
p39izp,1,13,8,5,12,14,1,0,3,0,1,1,0,1,0,3,0,0
p397n8,0,4,1,5,2,5,1,1,0,1,0,0,0,0,0,0,0,0
p35jrx,0,5,15,6,7,7,0,0,2,0,0,0,0,0,0,0,0,0
p37362,0,5,3,6,8,5,0,4,0,0,0,0,0,0,0,0,0,0
p394hm,0,2,0,4,3,0,0,0,2,0,2,0,0,0,0,0,0,0
p37rk0,0,2,0,11,7,22,0,0,1,0,1,0,2,0,0,0,0,0
p386qm,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
p35mez,2,22,20,53,48,16,3,0,3,0,12,0,0,0,0,0,0,0
p3660w,1,4,1,4,5,2,3,0,0,0,0,0,1,0,0,0,0,0
p38pq3,0,6,1,15,9,27,0,0,1,4,0,4,0,0,0,1,0,0
p38x9r,0,26,5,14,26,46,4,2,3,0,0,0,0,1,0,0,0,0
p3at12,0,3,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
p38s1y,0,10,7,6,16,8,0,0,0,2,1,1,0,0,0,0,0,0
p3c97l,0,7,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0
p3bz1b,0,2,0,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0
p3alwf,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
p3bpah,0,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
p3cwbs,4,5,2,2,15,4,1,0,0,0,0,1,0,0,0,4,1,0
p3dwtv,0,6,17,19,11,12,0,3,2,0,1,3,0,1,0,3,0,0
p3eswv,0,9,5,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0
p3dowr,0,2,4,2,4,8,0,2,0,0,0,0,0,0,0,0,0,0
p3jpim,1,2,0,5,0,11,1,0,1,0,0,0,1,0,0,0,0,0
p3fz5v,0,5,11,4,18,13,0,0,3,0,0,3,0,0,0,0,0,0
p3ivz6,0,3,1,4,9,4,0,0,0,0,0,2,0,0,0,1,0,0
p3d6te,0,6,0,7,6,4,0,2,0,0,2,0,2,0,0,0,0,0
p3e3ln,0,7,0,5,12,6,1,0,2,0,0,1,0,0,0,0,0,0
p3jtaj,0,12,6,11,19,8,0,0,0,1,12,0,0,0,0,0,0,1
p3epo6,1,26,14,17,31,18,0,0,1,0,1,4,0,0,0,6,0,0
p3f9ki,0,5,3,2,11,4,0,0,6,0,2,2,0,0,0,4,0,0
p3kaae,0,13,5,10,20,7,3,0,0,1,0,0,0,0,0,2,0,0
p3gq7i,0,10,3,5,19,26,4,0,5,0,0,0,0,0,0,1,0,0
p3dx4n,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
p3kl8r,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
p3f7b5,0,10,3,10,4,5,0,0,1,0,0,1,0,3,0,0,0,0
p3hceu,0,8,1,12,11,24,1,0,0,0,2,0,0,0,0,0,0,0
p3dm3c,0,7,4,5,12,10,0,0,1,3,5,1,0,0,2,1,0,0
p3jy19,0,12,1,6,7,8,0,0,2,0,2,0,0,0,0,0,0,0
p3fqkc,1,9,4,12,36,11,1,0,1,0,1,0,0,0,0,0,0,0
p3gzh4,0,13,10,11,14,35,0,0,2,1,5,1,3,0,0,0,0,0
p3m6kf,3,15,14,11,11,15,3,0,2,0,0,2,0,0,0,0,0,0
p3mqql,2,15,18,16,22,6,0,0,1,1,0,0,0,0,0,2,0,0
p3lud9,0,16,9,54,19,22,0,1,4,1,10,1,1,0,2,0,2,0
p3nf4d,1,13,0,5,13,4,1,0,0,0,0,0,0,0,0,0,0,0
p3m9vm,1,14,4,5,11,35,2,0,0,0,6,0,0,0,0,0,0,0
p3o1bd,1,20,2,1,8,2,0,0,3,3,0,0,0,0,0,0,3,0
p3o8er,0,3,2,4,7,5,1,0,0,0,0,0,0,0,0,0,0,0
p3mky1,2,6,2,4,13,15,2,0,1,2,0,0,0,0,0,0,0,0
p3mewr,0,5,0,9,38,7,0,0,2,1,0,0,3,0,0,0,0,0
p3mvso,4,12,1,10,6,2,1,0,0,0,0,0,0,0,0,0,0,0
p3ozgn,0,6,5,2,15,15,0,0,1,0,14,2,0,0,0,0,0,0
p3md5a,0,17,4,12,15,28,0,0,2,0,2,1,1,0,0,0,0,0
p3or7y,0,11,4,0,10,0,0,0,3,0,0,0,4,0,0,6,0,0
p3olc8,0,3,0,5,2,27,0,0,0,0,0,0,0,1,0,0,0,0
p3pahv,1,9,2,13,23,9,3,0,0,0,0,0,0,0,0,0,0,0
p3npgu,0,4,1,2,3,1,0,0,0,0,3,0,0,0,0,0,1,0
p3lxs3,0,26,11,25,12,4,3,0,3,6,0,1,0,0,0,0,2,0
p3lz7s,0,5,2,15,15,2,0,0,0,1,8,0,0,0,0,0,0,0
p3tu8y,0,7,1,9,9,15,2,0,2,0,1,0,0,0,0,0,0,0
p3sdmu,0,5,5,9,4,1,1,0,1,0,0,0,0,0,0,0,0,0
p3pn4u,0,12,9,12,15,16,0,0,3,0,14,1,0,0,0,0,0,0
p3r27z,0,20,13,8,11,7,0,0,1,0,0,2,0,0,0,3,0,0
p3ui79,1,3,2,9,7,9,1,0,1,0,6,0,0,0,0,0,0,0
p3pken,0,32,17,10,68,98,0,9,2,0,7,0,1,0,0,1,0,0
p3queh,0,7,1,3,13,5,0,0,0,0,1,0,2,0,0,0,0,0
p3qmkn,0,13,3,2,15,8,0,0,1,0,0,1,1,0,0,0,0,0
p3rewf,0,8,3,2,1,9,0,1,0,0,0,0,1,0,0,0,0,0
p3tgym,0,3,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0
p3swxw,0,19,12,8,13,5,0,0,2,0,0,5,0,0,0,1,0,0
p3ud8p,3,26,9,25,22,21,0,0,1,0,3,2,0,0,0,2,0,0
p3thae,1,12,3,19,12,17,1,2,1,0,0,2,0,0,0,0,0,0
p3tluk,0,6,0,7,14,10,0,1,2,2,3,0,0,0,0,0,0,1
p3pyw0,0,16,8,17,23,10,0,0,2,0,2,0,1,0,0,3,0,0
p3r784,1,7,2,7,10,6,2,0,0,1,0,0,0,0,0,0,0,0
p3vwa2,0,8,1,5,5,5,0,0,1,0,11,0,0,0,0,1,0,0
p3rspb,2,22,10,16,11,34,5,0,0,1,0,1,0,0,0,0,0,0
p3v9nn,0,6,5,6,8,4,1,0,1,0,0,0,0,0,0,0,0,0
p3p7x5,0,19,26,18,6,8,3,0,2,1,1,5,0,0,0,1,0,0
p3t5hv,1,10,6,4,10,4,1,0,0,0,0,0,0,0,0,0,0,0
p3rb5m,1,16,2,3,8,23,4,0,1,0,0,0,0,0,0,0,0,0
p3u1yv,0,12,7,12,14,7,1,0,0,1,1,0,9,0,0,0,0,0
p3wsvk,0,2,4,0,14,4,0,0,1,0,0,0,0,1,0,1,0,0
p3wtod,0,1,3,6,8,1,0,0,3,0,0,0,0,0,0,0,0,0
p3xms8,0,7,3,5,8,8,0,0,1,2,0,1,0,1,0,0,0,0
p3xhom,0,7,2,5,10,1,0,0,2,0,0,0,0,0,0,5,0,0
p3zm9q,0,1,2,19,3,4,1,1,0,2,0,0,0,0,0,0,0,0
p3xpj3,7,19,15,39,12,14,5,0,1,5,0,0,0,0,0,1,11,0
p45fmn,1,19,14,43,21,14,2,0,4,2,14,0,0,0,2,0,2,0
p3xfrx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p3xy2p,0,2,4,4,3,0,1,0,0,0,1,0,0,0,0,0,2,1
p3zwmh,0,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
p3xgga,0,12,1,8,4,11,2,0,1,0,0,0,0,0,0,0,0,0
p47j5d,1,2,1,2,3,2,1,0,0,0,0,0,1,0,0,0,0,0
p48cbl,0,23,18,28,28,25,0,0,5,2,1,0,0,0,0,4,0,0
p47dv7,4,1,4,12,9,3,2,0,4,1,1,0,0,0,0,0,8,0
p4637f,0,8,9,19,8,8,0,0,1,4,2,0,0,0,1,4,0,0
p482sz,1,7,5,15,19,17,0,1,1,0,1,0,0,1,0,0,0,0
p47ov2,3,17,6,8,22,18,3,4,1,3,0,1,2,0,0,0,0,0
p49qmy,0,5,1,3,6,1,2,0,0,0,0,1,0,0,0,0,0,0
p47a45,0,2,6,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0
p49rp7,0,18,2,2,12,0,0,1,0,0,1,0,1,0,0,4,2,0
p4bf7b,0,11,1,16,6,12,0,0,0,0,2,0,0,0,0,0,0,0
p49n37,1,6,1,13,2,5,0,0,0,0,0,0,0,0,1,0,1,0
p4bpfm,0,5,3,8,2,3,0,0,1,0,3,1,0,0,0,3,0,0
p4apff,2,12,6,28,32,21,5,1,2,1,8,0,0,0,0,0,8,0
p46map,0,14,10,36,15,9,1,0,2,0,7,0,1,0,0,0,1,0
p4avic,0,6,10,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0
p4aprw,0,19,11,39,27,20,6,0,3,0,15,1,0,0,0,0,12,0
p4b4rb,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4ajqi,0,8,2,5,2,5,5,0,1,7,0,0,0,0,1,0,3,0
p4bosl,0,14,2,14,12,2,2,0,0,0,1,0,1,0,0,3,0,0
p45mml,0,10,12,11,11,9,0,0,1,5,1,0,0,0,0,0,4,0
p44xst,0,1,0,8,5,0,0,0,0,3,1,0,0,0,0,0,0,0
p4c641,0,4,6,3,8,11,1,0,0,1,1,0,0,0,0,1,0,0
p4dr2g,0,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
p4fs3d,1,8,6,3,10,12,2,0,0,0,0,1,0,0,0,4,0,0
p4enem,0,3,0,2,9,11,0,0,0,1,0,0,8,0,0,0,0,0
p4g5es,1,6,2,7,16,16,0,0,0,0,0,0,0,0,0,1,0,0
p4d2o3,0,5,1,8,4,8,0,0,0,1,0,0,0,0,0,1,0,0
p4d6x2,0,12,19,6,5,8,0,0,0,0,1,1,0,0,0,1,0,0
p4cx2c,0,1,0,10,4,2,1,0,0,0,0,0,0,0,0,0,0,0
p4ey7z,0,21,9,18,21,21,2,1,1,1,1,3,0,0,0,3,0,0
p4g5du,0,14,13,5,8,5,1,0,0,0,0,0,0,0,0,1,0,0
p4bq71,0,8,2,4,2,15,2,0,0,1,0,0,0,0,0,0,0,0
p4f6by,1,16,19,36,10,8,3,1,1,10,5,3,0,0,0,1,8,0
p4e57y,1,16,7,12,4,5,0,0,0,0,3,0,0,0,0,0,0,0
p4eh4o,0,13,9,38,30,11,1,0,5,0,10,0,0,0,0,0,1,0
p4em02,2,9,0,23,4,9,1,0,2,0,17,0,0,0,0,0,0,0
p4ewbk,4,19,3,38,15,6,0,0,1,1,23,0,0,0,8,0,0,0
p4hdkm,0,13,12,48,29,13,0,0,2,1,15,0,0,0,0,0,1,0
p4i1q2,1,15,7,11,12,10,2,1,6,0,3,1,4,0,0,0,0,0
p4gnms,1,3,1,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0
p4ceiy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
p4idqc,0,12,5,10,13,16,3,0,0,0,3,0,0,0,0,0,0,0
p4ilcm,0,4,4,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0
p4iin2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
p4j4qt,0,1,0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
p4jbq6,0,12,7,7,5,7,5,0,1,0,0,0,0,0,0,2,0,0
p4k0yv,0,85,41,48,68,78,6,1,3,0,10,4,8,0,0,17,4,0
p4kcfc,0,42,16,9,11,22,7,1,3,4,2,2,0,0,0,2,0,0
p4m8fu,1,7,2,4,5,2,1,1,0,0,1,0,0,0,0,0,0,0
p4lx53,0,15,7,5,35,27,0,0,5,1,0,1,0,1,0,0,0,0
p4lyhg,0,0,0,1,4,0,0,2,0,0,0,1,0,0,0,0,0,0
p4o1jf,0,25,13,13,18,10,0,0,2,0,1,1,1,0,0,6,0,0
p4qjie,0,3,1,13,15,2,1,0,0,0,6,0,0,0,0,0,0,0
p4nqxv,0,20,8,31,25,17,1,0,2,1,22,2,0,0,0,0,0,0
p4m09g,6,55,40,74,45,44,2,1,7,0,11,3,1,0,0,7,2,0
p4q3w2,2,4,5,11,6,5,0,1,0,11,1,0,0,0,0,0,3,0
p4ojs8,1,18,8,51,42,34,2,1,2,0,20,0,1,0,1,0,0,0
p4nsx3,0,0,3,4,2,1,2,0,0,0,0,0,2,0,0,0,0,0
p4kptd,1,8,4,6,14,17,4,0,0,0,0,1,0,0,0,0,2,0
p4l1ra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4ph7e,0,8,7,31,19,11,5,0,4,0,10,0,0,0,0,0,4,0
p4qux2,1,18,18,31,13,18,1,0,1,1,5,0,0,0,1,0,0,0
p4u3ya,0,20,9,37,52,34,1,0,2,0,18,1,1,0,0,0,1,0
p4tqp1,1,8,2,7,10,17,1,0,0,1,2,0,1,0,0,0,0,0
p4uvpz,0,34,21,31,21,20,0,0,2,1,5,0,0,0,1,1,0,0
p4rnk4,0,8,1,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0
p4re0z,0,1,2,4,4,1,0,0,0,0,2,0,0,0,0,0,0,0
p4vdpn,0,16,5,46,28,18,0,0,1,0,16,0,1,0,0,0,0,0
p4vzjb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
p4vk7r,0,9,4,16,12,24,0,1,5,0,12,1,0,0,0,2,0,0
p4x65q,0,11,1,20,20,3,0,0,0,0,7,0,0,0,0,0,0,0
p4x80f,1,23,8,7,24,14,0,1,3,6,1,0,0,0,0,5,1,0
p4x1me,1,18,8,51,42,34,2,1,2,0,20,0,1,0,1,0,0,0
p4wycw,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
p4ub7i,0,9,9,13,4,3,0,0,0,4,3,1,1,0,0,0,1,0
p4qsuk,0,46,33,144,110,28,4,0,5,1,50,0,0,0,0,0,0,0
p4vuim,0,4,7,8,8,4,0,0,0,2,2,0,0,0,0,0,0,0
p4x10o,1,16,13,29,38,28,5,0,1,3,9,0,0,0,1,0,7,0
p4tcmo,0,4,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0
p51us2,0,2,1,13,9,1,0,0,0,0,5,0,0,0,0,0,0,0
p4xly3,0,9,2,2,7,8,0,1,0,0,0,3,0,0,0,0,0,0
p4zp05,0,8,3,3,7,2,0,0,0,0,0,2,0,0,0,0,0,0
p50tlw,0,14,1,20,28,6,0,0,2,0,11,0,0,0,0,0,0,0
p50igw,0,2,2,7,8,3,2,0,0,0,0,0,0,0,0,0,1,0
p4z52x,0,4,2,2,9,5,0,1,0,0,11,4,0,0,0,0,0,0
p4znsp,1,3,0,7,4,2,1,0,0,0,0,0,0,0,0,0,1,0
p4zraq,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
p4yc19,0,5,7,5,5,3,0,0,0,1,1,0,0,0,0,0,3,0
p4xjon,0,1,6,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0
p53qj8,0,7,5,4,8,14,1,0,1,0,0,0,0,0,0,1,0,0
p536id,0,7,2,6,9,2,0,1,2,2,1,0,0,0,2,0,0,1
p4zu6c,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
p4zobr,0,2,4,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0
p50pa5,2,14,4,25,9,13,5,0,0,7,0,0,0,0,0,0,20,0
p53dub,0,6,9,5,7,3,2,0,0,0,0,1,0,1,0,0,0,0
p51izr,0,5,9,6,4,8,1,0,0,0,2,0,0,0,0,0,0,0
p53wrn,0,7,1,7,10,7,0,0,2,0,0,0,0,0,0,0,1,0
p4yhjq,0,12,8,14,20,6,0,1,0,1,9,1,0,0,0,0,0,1
p50ofr,5,20,13,29,12,8,2,0,0,11,0,0,0,0,0,1,11,0
p544bx,2,25,25,40,25,26,3,0,4,2,5,2,0,0,1,0,4,0
p549wt,0,7,1,4,8,1,0,1,1,0,0,0,0,0,0,1,0,0
p5591h,2,51,31,42,20,15,17,1,0,1,3,0,1,0,0,5,0,0
p552t3,0,7,3,15,6,1,0,0,0,4,3,1,0,0,1,7,0,0
p55v9u,0,3,1,9,4,6,1,0,0,0,1,0,0,0,0,1,0,0
p54ap1,2,6,3,3,5,7,1,0,1,0,0,0,0,0,0,0,0,0
p55eve,1,33,22,19,45,24,1,0,2,0,12,3,25,0,1,1,0,0
p565ya,0,8,1,5,8,6,0,0,1,0,0,0,2,0,0,3,0,0
p5dad2,0,36,27,109,53,64,2,0,8,5,65,0,0,0,0,0,0,2
p58iga,0,2,2,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0
p5atch,0,17,18,24,8,11,2,0,1,0,1,0,0,0,0,1,0,0
p56iuc,0,12,1,20,2,4,1,0,4,0,1,0,0,0,9,0,0,0
p5ceyf,0,6,5,7,5,5,1,0,1,0,2,1,0,0,0,0,0,0
p5dd62,0,24,15,31,7,12,1,0,2,1,1,3,3,0,0,3,0,0
p5abzt,0,2,0,4,8,0,1,0,0,0,4,1,0,2,0,0,0,1
p55dtk,0,8,17,18,5,0,4,0,0,3,1,0,1,0,0,0,4,0
p5alts,0,10,4,4,17,11,0,0,1,0,5,2,0,0,0,0,0,0
p5d18j,0,9,9,8,7,5,0,0,0,3,1,0,0,0,0,0,0,0
p5g9t1,0,8,4,4,3,10,0,0,0,0,0,0,0,0,1,6,0,0
p5h8lj,0,6,5,15,14,9,1,0,0,0,1,0,0,0,0,0,0,0
p5i303,0,8,0,4,9,11,0,0,0,0,3,0,0,0,0,0,0,0
p5ewxb,15,19,11,43,14,10,0,0,3,11,1,3,1,0,0,5,12,0
p5efa3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p5idhp,0,21,8,10,9,8,1,0,2,0,6,0,0,0,0,0,2,0
p5fsvt,0,3,0,24,28,3,0,0,0,0,5,0,0,0,0,0,0,0
p5jfl5,0,10,9,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0
p5gydk,0,2,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0
p5fdir,0,19,8,34,5,1,2,0,5,0,23,0,0,0,0,0,0,0
p5h53q,1,25,16,36,44,40,7,1,1,3,10,0,0,0,1,0,15,0
p5hutf,1,14,4,33,16,5,5,2,2,8,0,0,0,0,0,0,13,0
p5bxuo,1,10,4,10,4,14,1,0,1,0,0,0,0,0,0,0,0,0
p5ge07,0,26,5,9,12,7,1,0,0,5,5,0,9,0,0,7,0,0
p5jvw2,0,9,12,9,20,1,0,0,0,0,1,0,0,0,0,0,0,0
p5f24e,2,14,8,19,11,8,1,0,0,0,3,0,0,0,5,3,0,0
p5k7wf,0,2,0,3,6,4,0,0,0,0,1,0,0,0,0,0,0,0
p5d26d,0,9,7,11,14,9,0,0,4,2,0,0,0,1,0,2,0,0
p5iy4e,1,13,1,12,9,18,1,0,3,3,13,1,2,0,0,2,0,0
p5eosj,0,6,3,4,6,12,2,1,1,1,3,1,0,0,0,0,0,0
p5kcd6,0,10,17,1,23,22,0,2,2,0,0,1,4,0,1,0,0,0
p5lmds,0,3,2,7,6,1,1,1,0,0,0,0,0,0,0,0,0,0
p5mw4p,0,14,10,18,36,17,0,1,5,4,0,2,0,0,0,0,0,0
p5owzi,1,15,1,3,4,13,0,4,1,0,0,0,0,1,0,0,0,0
p5p0z3,0,14,6,13,11,6,1,0,1,0,0,0,0,0,0,0,0,0
p5nbyd,0,3,4,9,8,7,0,0,0,4,2,0,1,0,0,1,1,0
p5nlc4,0,13,4,4,6,15,6,0,6,0,0,0,0,0,0,0,0,0
p5pcpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p5qfbn,0,9,0,15,6,22,0,0,1,1,2,0,0,0,0,0,0,0
p5qt6k,0,25,26,16,14,11,1,0,2,1,0,8,1,0,1,4,0,0
p5pjkl,0,2,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
p5pne3,0,26,21,26,21,26,5,0,4,3,2,0,0,0,1,0,7,0
p5ohyv,1,10,1,7,41,11,0,0,1,1,0,0,2,0,0,0,0,0
p5o5il,0,9,1,10,4,4,2,0,1,0,0,0,0,0,0,0,2,0
p5p2pt,1,7,3,11,8,4,0,0,1,0,1,0,0,0,0,0,0,0
p5q5kf,0,4,5,1,14,4,0,0,0,0,0,0,3,0,0,0,0,0
p5nc9i,0,8,1,17,5,14,1,0,5,0,0,0,2,0,0,0,3,0
p5r9nq,3,13,9,8,10,2,3,2,0,4,0,0,0,0,0,0,1,0
p5sc5d,2,14,3,23,6,7,0,0,2,4,4,1,1,0,0,7,4,0
p5ski6,0,12,5,3,6,14,0,0,0,0,0,0,0,0,0,0,0,0
p5tgir,0,7,7,5,2,8,1,0,1,0,0,0,0,0,0,0,0,0
p5t79g,0,44,30,47,17,9,0,0,2,1,3,5,0,0,0,21,0,0
p5ss6x,0,4,9,12,13,23,0,0,0,0,4,3,0,0,0,0,0,0
p5r9lp,0,13,1,11,20,10,3,0,0,3,1,0,1,1,0,0,0,0
p5tcht,0,5,3,7,10,4,0,0,0,0,0,0,0,0,0,0,0,0
p5yfxf,5,4,2,5,18,12,3,0,3,0,0,1,0,0,0,0,0,0
p5uf57,1,6,5,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0
p5v691,0,8,2,3,11,2,0,0,2,0,5,1,0,0,0,1,0,0
p5wqg0,2,42,29,30,51,37,28,0,1,15,2,4,0,1,1,0,1,0
p5w7di,0,3,5,1,4,1,2,0,1,0,0,2,2,0,0,8,0,0
p5v420,1,15,1,11,20,8,0,0,1,1,0,1,2,0,0,0,0,0
p5x4xz,0,8,4,13,16,16,1,0,0,1,1,2,0,0,0,0,0,0
p5yk5q,6,38,42,39,37,14,25,1,1,15,1,4,1,1,0,0,0,0
p5tyym,3,10,10,4,3,2,2,0,1,0,1,0,0,0,0,0,1,0
p5xyl6,0,2,0,9,4,2,0,0,1,0,2,0,0,0,0,0,0,0
p60b3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p6135r,0,13,7,14,10,11,0,0,1,1,0,0,2,0,0,2,0,0
p608o2,0,6,4,4,20,7,0,0,3,1,3,2,0,0,0,0,0,0
p60jxx,0,10,1,7,2,10,0,0,1,0,0,0,4,0,0,0,0,0
p5y70j,1,11,7,8,14,7,1,1,4,8,1,0,2,0,0,1,0,0
p61lgy,0,6,1,4,34,5,0,0,5,0,0,0,0,0,0,0,0,0
p5x4ev,0,3,4,4,5,1,1,0,0,0,0,0,0,0,0,0,2,0
p5vk5l,1,8,2,3,13,10,3,0,1,0,1,1,0,0,0,0,0,0
p609g6,2,5,0,4,4,10,2,0,0,2,0,0,0,0,0,0,0,0
p5zgxu,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
p64p78,0,13,9,3,5,2,3,0,1,0,0,0,0,0,0,0,0,0
p63gme,0,27,26,12,20,13,0,0,2,1,2,3,1,0,0,6,0,0
p662js,0,10,7,10,8,9,0,0,3,1,0,1,1,0,0,1,0,0
p64fti,0,15,8,14,25,14,0,5,0,0,6,1,0,0,0,0,0,1
p65ekl,0,1,6,7,1,5,0,0,0,1,0,0,0,0,0,7,0,0
p62y0m,0,16,2,13,13,7,0,0,2,0,0,0,0,0,0,0,0,0
p63ewm,0,6,0,5,19,5,0,0,1,0,1,0,0,0,1,0,0,0
p66go2,0,4,2,4,2,1,0,0,0,4,0,0,0,0,0,2,0,0
